L,a,b
0.461989,0.130935,0.014100
0.531527,-0.058414,0.066285
0.900489,-0.154021,0.060493
0.360977,-0.043541,0.064800
0.666155,-0.146618,0.108471
0.556702,-0.009239,-0.017112
0.468199,0.152822,0.008297
0.485635,-0.062890,0.064636
0.867789,-0.138311,0.038954
0.315576,-0.037836,0.048707
0.674676,-0.138999,0.101641
0.548266,-0.021345,-0.017151
0.434814,0.132482,0.002196
0.501555,-0.057126,0.048181
0.874697,-0.159702,0.074699
0.334958,-0.037482,0.064003
0.658488,-0.148956,0.108719
0.564778,-0.029431,-0.031252
0.414515,0.141316,0.006489
0.497661,-0.054955,0.038922
0.898086,-0.156263,0.064658
0.323043,-0.053113,0.057407
0.620912,-0.122933,0.076816
0.572738,-0.039798,-0.018739
0.443543,0.139848,0.027904
0.521199,-0.068539,0.052805
0.835511,-0.141363,0.045792
0.322453,-0.046063,0.066380
0.643227,-0.139635,0.092729
0.583597,-0.043662,0.010923
0.478358,0.142606,0.038184
0.503174,-0.042135,0.038668
0.835443,-0.132270,0.048516
0.329431,-0.031531,0.048121
0.660127,-0.145031,0.090915
0.582787,-0.048633,-0.012527
0.482969,0.127390,0.022375
0.506959,-0.063258,0.046566
0.849479,-0.136223,0.043581
0.335687,-0.062993,0.065629
0.654690,-0.148208,0.107997
0.592119,-0.055253,-0.014860
0.427709,0.144202,0.000847
0.502944,-0.067152,0.054000
0.679297,-0.145633,0.099453
0.555573,-0.024712,-0.050735
0.444954,0.123343,0.001645
0.515474,-0.087118,0.067384
0.861366,-0.130673,0.047196
0.302088,-0.037968,0.051943
0.646282,-0.129381,0.081071
0.536842,-0.003459,-0.073550
0.479067,0.160327,0.007169
0.516323,-0.079134,0.065319
0.848201,-0.146852,0.053661
0.283801,-0.010936,0.047837
0.652133,-0.138788,0.104119
0.545140,-0.029017,-0.026985
0.484384,0.137683,0.055007
0.503402,-0.044643,0.043388
0.853757,-0.137403,0.057475
0.330344,-0.066821,0.067681
0.646296,-0.141139,0.101170
0.541394,-0.002915,-0.051896
0.489464,0.144450,0.050474
0.501342,-0.047293,0.054885
0.852230,-0.137573,0.037181
0.317517,-0.033724,0.058211
0.637752,-0.145551,0.100009
0.529661,-0.036482,-0.051319
0.447924,0.133939,-0.000266
0.468476,-0.032050,0.037905
0.852421,-0.144167,0.039768
0.341718,-0.061439,0.061026
0.661632,-0.141473,0.103508
0.533965,-0.038160,-0.033410
0.463813,0.123718,0.033554
0.486822,-0.072009,0.060916
0.861520,-0.145233,0.049101
0.334610,-0.050464,0.054002
0.639602,-0.134632,0.094159
0.548561,-0.019685,-0.052162
0.466449,0.133916,0.040208
0.499384,-0.058647,0.069821
0.842971,-0.150603,0.046764
0.344598,-0.043353,0.067591
0.673990,-0.141958,0.109134
0.539051,-0.011711,-0.024997
0.445268,0.150571,0.016502
0.547071,-0.073647,0.049296
0.878473,-0.145865,0.051936
0.277036,-0.023783,0.048447
0.659214,-0.127203,0.080199
0.543246,-0.020953,-0.038511
0.447105,0.152585,0.014988
0.506239,-0.071404,0.061260
0.816424,-0.118267,0.024161
0.341114,-0.042886,0.057079
0.661469,-0.141092,0.091670
0.521508,-0.026618,-0.029596
0.465348,0.141342,0.039533
0.509133,-0.073493,0.059890
0.842539,-0.130629,0.031122
0.336782,-0.046132,0.064061
0.672975,-0.139551,0.101632
0.509614,-0.017286,-0.063717
0.469222,0.119633,0.033045
0.480480,-0.051282,0.055801
0.887159,-0.163626,0.067911
0.361915,-0.060266,0.072464
0.666287,-0.144443,0.104556
0.548132,-0.018269,-0.036320
0.495822,0.132575,0.057349
0.543098,-0.066487,0.053865
0.881131,-0.159523,0.063738
0.351761,-0.040875,0.067623
0.644586,-0.129001,0.084994
0.552485,-0.016166,-0.060732
0.457522,0.130992,0.037392
0.515075,-0.079389,0.071133
0.891788,-0.160126,0.077258
0.305623,-0.032730,0.044097
0.681080,-0.154186,0.116319
0.541353,-0.033067,-0.014849
0.443119,0.142084,0.021981
0.509994,-0.041449,0.054887
0.867225,-0.162634,0.075902
0.342920,-0.050591,0.062490
0.662331,-0.138367,0.088405
0.522778,-0.012703,-0.059883
0.438873,0.116390,0.035371
0.512386,-0.078356,0.058947
0.880984,-0.146727,0.057427
0.319659,-0.017631,0.056615
0.647747,-0.144310,0.103531
0.543685,-0.021708,-0.031309
0.460733,0.155663,0.035112
0.503205,-0.053150,0.054008
0.840722,-0.139716,0.049633
0.302330,-0.046497,0.041974
0.641074,-0.138024,0.091976
0.527639,-0.020256,-0.048327
0.457451,0.142594,0.035729
0.503497,-0.047220,0.055074
0.853851,-0.138713,0.031355
0.330331,-0.045235,0.061417
0.644798,-0.134897,0.110586
0.504447,-0.015461,-0.068225
0.460109,0.132477,0.045488
0.515637,-0.073107,0.059036
0.862573,-0.141179,0.052388
0.372927,-0.061235,0.074852
0.694338,-0.152892,0.106618
0.526817,-0.000805,-0.051941
0.446766,0.137998,0.041602
0.543029,-0.085481,0.075230
0.860874,-0.151873,0.059052
0.345459,-0.047231,0.067684
0.649126,-0.128178,0.091310
0.533009,-0.003308,-0.052919
0.486415,0.121101,0.062825
0.484087,-0.051009,0.046354
0.848823,-0.151624,0.063494
0.333059,-0.033817,0.064476
0.648602,-0.134749,0.087313
0.544902,-0.027532,-0.043105
0.475624,0.131780,0.037559
0.503124,-0.075591,0.053462
0.846712,-0.138754,0.049542
0.296261,-0.031305,0.039329
0.652945,-0.145416,0.092033
0.539236,-0.032692,-0.017601
0.482231,0.134419,0.033983
0.507060,-0.060368,0.051844
0.856248,-0.141802,0.051817
0.305179,-0.026303,0.054105
0.692705,-0.147193,0.104591
0.529375,-0.030699,-0.049562
0.466725,0.143627,0.004156
0.491788,-0.058605,0.046683
0.851728,-0.145233,0.055975
0.315514,-0.043001,0.064930
0.647673,-0.142242,0.112270
0.565425,-0.021160,-0.024465
0.480240,0.120331,0.036131
0.501347,-0.070252,0.032571
0.831818,-0.136192,0.061420
0.353559,-0.068905,0.069427
0.656352,-0.134407,0.099379
0.534222,0.005672,-0.044439
0.478210,0.117953,0.063204
0.495128,-0.065603,0.060254
0.845999,-0.143431,0.056349
0.348380,-0.049998,0.070665
0.682933,-0.149599,0.113425
0.498471,-0.016154,-0.055174
0.472916,0.143514,0.047992
0.505683,-0.054795,0.065391
0.861893,-0.154634,0.067969
0.347129,-0.043083,0.060650
0.709886,-0.155514,0.113340
0.558913,-0.035575,-0.022512
0.469959,0.129977,0.019779
0.520029,-0.060664,0.049994
0.855121,-0.138543,0.044450
0.305196,-0.042175,0.048902
0.667679,-0.148294,0.105814
0.561545,-0.008583,-0.051087
0.489207,0.136195,0.043100
0.514328,-0.055663,0.063668
0.854676,-0.137736,0.063186
0.320486,-0.023651,0.058119
0.700684,-0.150010,0.110828
0.550623,-0.016695,-0.039327
0.452680,0.133360,0.037893
0.485701,-0.046670,0.032337
0.837053,-0.124646,0.025235
0.327416,-0.017005,0.053276
0.639214,-0.132914,0.083466
0.515732,-0.021981,-0.053667
0.476234,0.115605,0.038853
0.543800,-0.082550,0.074789
0.890715,-0.156402,0.078480
0.345978,-0.056564,0.070700
0.659375,-0.133534,0.103385
0.576317,-0.036738,-0.035216
0.459814,0.136311,0.026994
0.488641,-0.043983,0.056580
0.880253,-0.158913,0.063941
0.287614,-0.034717,0.055603
0.676127,-0.153493,0.103486
0.560895,-0.039272,-0.020718
0.451506,0.134082,0.029621
0.519231,-0.062066,0.075771
0.858172,-0.144511,0.050320
0.360737,-0.040467,0.074146
0.667545,-0.146508,0.110717
0.556594,-0.039724,-0.034922
0.443815,0.125952,0.030698
0.533524,-0.081503,0.067227
0.860555,-0.137651,0.057639
0.336235,-0.033880,0.065482
0.644323,-0.142216,0.110601
0.551383,-0.026228,-0.035648
0.499624,0.139960,0.030735
0.474091,-0.033317,0.065050
0.861391,-0.147314,0.057184
0.296177,-0.021722,0.036785
0.665961,-0.145109,0.111969
0.539693,-0.025410,-0.038564
0.464892,0.147190,0.038881
0.518821,-0.057373,0.053578
0.846630,-0.136510,0.056352
0.324973,-0.044491,0.059699
0.623914,-0.130450,0.090046
0.554742,-0.041209,-0.030027
0.469160,0.129568,0.023769
0.526326,-0.055236,0.069699
0.899982,-0.154830,0.058736
0.357756,-0.043441,0.064108
0.676519,-0.149203,0.114783
0.545227,-0.004467,-0.027784
0.475000,0.151733,0.018009
0.480164,-0.059806,0.067885
0.861086,-0.136471,0.034367
0.312264,-0.037698,0.047911
0.685034,-0.141617,0.108572
0.536680,-0.016627,-0.027897
0.441806,0.131296,0.012295
0.495956,-0.054232,0.052029
0.867908,-0.157854,0.070510
0.331658,-0.037403,0.063357
0.668814,-0.151635,0.114903
0.553458,-0.024959,-0.042080
0.421403,0.140314,0.016451
0.491930,-0.052144,0.042958
0.891366,-0.154433,0.060354
0.319788,-0.052982,0.056703
0.631218,-0.126056,0.084961
0.561224,-0.035207,-0.029392
0.450815,0.138565,0.037017
0.515480,-0.065906,0.056486
0.828748,-0.139453,0.041257
0.319148,-0.045972,0.065704
0.653437,-0.142719,0.099966
0.571694,-0.038837,0.000815
0.485706,0.141266,0.046820
0.497775,-0.038966,0.042823
0.828587,-0.130477,0.043978
0.326140,-0.031386,0.047301
0.670110,-0.148367,0.098350
0.571208,-0.044014,-0.023048
0.490250,0.125939,0.031729
0.501198,-0.060581,0.050400
0.842705,-0.134392,0.039016
0.332481,-0.062878,0.065025
0.665025,-0.150900,0.114195
0.580616,-0.050677,-0.025363
0.434482,0.143244,0.010921
0.497209,-0.064464,0.057630
0.690043,-0.148922,0.106823
0.544542,-0.020751,-0.062315
0.452078,0.121266,0.011487
0.510827,-0.084955,0.070897
0.853687,-0.128588,0.041730
0.300445,-0.037839,0.051247
0.657062,-0.132896,0.089410
0.526278,0.000025,-0.085274
0.485611,0.158713,0.016485
0.511851,-0.076724,0.068977
0.840584,-0.144589,0.048312
0.282096,-0.010794,0.047104
0.663209,-0.141703,0.110920
0.533617,-0.024682,-0.038447
0.491924,0.135720,0.062468
0.499330,-0.041630,0.047927
0.846031,-0.135295,0.052140
0.328779,-0.066694,0.067139
0.657272,-0.144266,0.108125
0.530402,0.001033,-0.063547
0.496834,0.142508,0.058198
0.497424,-0.044158,0.059101
0.844679,-0.135339,0.031630
0.315870,-0.033625,0.057583
0.648599,-0.148946,0.106930
0.518576,-0.032486,-0.063043
0.454843,0.132025,0.009536
0.464541,-0.028767,0.042669
0.844912,-0.141853,0.034268
0.340164,-0.061295,0.060404
0.672607,-0.144491,0.110450
0.522521,-0.033896,-0.044996
0.471358,0.121460,0.042230
0.482346,-0.069477,0.064671
0.853944,-0.142996,0.043701
0.333041,-0.050301,0.053269
0.650582,-0.137855,0.101602
0.537543,-0.015752,-0.063789
0.473899,0.131813,0.048493
0.495489,-0.055453,0.073349
0.835461,-0.148199,0.041357
0.342985,-0.043277,0.067034
0.685034,-0.144749,0.115775
0.527512,-0.007302,-0.036462
0.452018,0.148907,0.025645
0.542533,-0.071363,0.053501
0.870897,-0.143680,0.046575
0.275335,-0.023649,0.047717
0.669981,-0.130643,0.088662
0.531944,-0.016785,-0.050088
0.453788,0.150972,0.024160
0.501852,-0.068836,0.065086
0.808779,-0.116119,0.018394
0.339525,-0.042751,0.056378
0.672185,-0.144579,0.099416
0.509937,-0.022296,-0.041231
0.472643,0.139365,0.047796
0.504671,-0.071029,0.063755
0.834969,-0.128428,0.025484
0.335171,-0.046044,0.063483
0.683910,-0.142583,0.108832
0.498744,-0.013605,-0.075607
0.476812,0.117325,0.041770
0.476436,-0.048203,0.059898
0.879623,-0.161333,0.062793
0.360347,-0.060186,0.071946
0.677209,-0.147505,0.111453
0.536814,-0.014065,-0.047848
0.503466,0.130532,0.064753
0.538801,-0.063906,0.058029
0.873584,-0.157242,0.058555
0.350152,-0.040800,0.067067
0.655464,-0.132381,0.093100
0.541654,-0.012390,-0.072365
0.464994,0.128860,0.045824
0.510715,-0.076820,0.074546
0.884139,-0.157979,0.072243
0.304004,-0.032550,0.043254
0.692012,-0.157007,0.122396
0.529587,-0.028574,-0.026182
0.450151,0.140197,0.031011
0.506232,-0.038192,0.059167
0.859585,-0.160377,0.070885
0.341331,-0.050486,0.061887
0.673035,-0.141873,0.096368
0.511862,-0.008936,-0.071685
0.446585,0.114107,0.043968
0.507787,-0.076089,0.062813
0.873372,-0.144572,0.052129
0.318000,-0.017516,0.055958
0.658700,-0.147440,0.110299
0.532249,-0.017427,-0.042821
0.467604,0.154045,0.043444
0.499128,-0.050185,0.058207
0.833065,-0.137504,0.044211
0.300754,-0.046280,0.041117
0.651918,-0.141455,0.099562
0.516479,-0.016255,-0.060062
0.464663,0.140663,0.044155
0.499588,-0.044083,0.059290
0.846366,-0.136432,0.025758
0.328716,-0.045139,0.060820
0.656120,-0.137399,0.116734
0.493675,-0.011891,-0.080145
0.467645,0.130425,0.053461
0.511189,-0.070646,0.062952
0.854933,-0.139017,0.047010
0.371367,-0.061162,0.074348
0.705043,-0.156105,0.113607
0.515792,0.003140,-0.063676
0.454125,0.136083,0.049708
0.538684,-0.083004,0.078581
0.853272,-0.149613,0.053786
0.343854,-0.047153,0.067130
0.660138,-0.131315,0.099058
0.522010,0.000615,-0.064626
0.494301,0.119072,0.069834
0.479861,-0.048114,0.050750
0.841164,-0.149372,0.058279
0.331423,-0.033734,0.063894
0.659397,-0.138217,0.095273
0.533686,-0.023440,-0.054705
0.483080,0.129603,0.046011
0.498448,-0.073370,0.057485
0.839055,-0.136568,0.044118
0.294642,-0.031107,0.038430
0.663563,-0.149122,0.099659
0.527510,-0.028229,-0.028984
0.489601,0.132246,0.042592
0.502769,-0.057653,0.056050
0.848610,-0.139615,0.046432
0.303511,-0.026191,0.053439
0.703492,-0.150305,0.111731
0.518242,-0.026701,-0.061288
0.473555,0.141757,0.013725
0.487391,-0.055938,0.051013
0.844079,-0.143020,0.050647
0.313843,-0.043017,0.064589
0.658883,-0.144856,0.118272
0.553959,-0.016799,-0.035778
0.487839,0.118024,0.044717
0.496386,-0.068253,0.037050
0.824014,-0.134081,0.056125
0.352016,-0.068787,0.068897
0.667393,-0.137399,0.106606
0.523110,0.009788,-0.056074
0.486163,0.115938,0.070128
0.490838,-0.062866,0.064121
0.838322,-0.141230,0.051018
0.346779,-0.049926,0.070132
0.693892,-0.152414,0.119794
0.487379,-0.012303,-0.067118
0.480261,0.141619,0.055791
0.501800,-0.051633,0.069183
0.854237,-0.152412,0.062820
0.345538,-0.042966,0.059995
0.720641,-0.158504,0.120001
0.547362,-0.031203,-0.033841
0.477230,0.127790,0.028975
0.515732,-0.057989,0.054263
0.847518,-0.136348,0.038976
0.303581,-0.042013,0.048143
0.678537,-0.151431,0.112611
0.550575,-0.004622,-0.062624
0.496647,0.134066,0.051278
0.510405,-0.052579,0.067557
0.846908,-0.135661,0.057923
0.318830,-0.023549,0.057487
0.711523,-0.152949,0.117598
0.539374,-0.012540,-0.050864
0.460109,0.131289,0.046269
0.481316,-0.043862,0.037059
0.829478,-0.122476,0.019521
0.325781,-0.016859,0.052534
0.649986,-0.136494,0.091605
0.504647,-0.018081,-0.065498
0.483935,0.113276,0.047327
0.539520,-0.079989,0.078183
0.883023,-0.154307,0.073470
0.344388,-0.056484,0.070171
0.670503,-0.136350,0.110347
0.565062,-0.032545,-0.046573
0.467064,0.134224,0.035876
0.484817,-0.040712,0.060734
0.872697,-0.156640,0.058759
0.285934,-0.034604,0.054939
0.686773,-0.156935,0.110507
0.549320,-0.034881,-0.032012
0.458823,0.131992,0.038400
0.515410,-0.058846,0.079102
0.850574,-0.142284,0.044929
0.359108,-0.040485,0.073813
0.678559,-0.149352,0.117129
0.545266,-0.035501,-0.046385
0.451299,0.123763,0.039479
0.529086,-0.079115,0.070870
0.852841,-0.135554,0.052309
0.334600,-0.033800,0.064907
0.655507,-0.144913,0.116712
0.540049,-0.022023,-0.047154
0.506865,0.137810,0.039451
0.470704,-0.029576,0.068849
0.853762,-0.145105,0.051880
0.294549,-0.021518,0.035846
0.677037,-0.147850,0.118258
0.528371,-0.021244,-0.050164
0.472046,0.145335,0.047126
0.514669,-0.054541,0.057784
0.838895,-0.134391,0.050999
0.323354,-0.044391,0.059089
0.634941,-0.133735,0.097663
0.543315,-0.036918,-0.041456
0.476488,0.127365,0.032824
0.522552,-0.052028,0.073403
0.894289,-0.153404,0.054258
0.356170,-0.043338,0.063488
0.687538,-0.151938,0.120953
0.533798,-0.000084,-0.039231
0.481855,0.149883,0.027096
0.476161,-0.056652,0.071378
0.853560,-0.134258,0.028794
0.310653,-0.037531,0.047118
0.696031,-0.144430,0.115380
0.525165,-0.012276,-0.039414
0.448947,0.129240,0.021777
0.491794,-0.051329,0.056261
0.860268,-0.155623,0.065405
0.330026,-0.037317,0.062768
0.679807,-0.154438,0.120940
0.542253,-0.020855,-0.053622
0.428329,0.138553,0.025705
0.487629,-0.049342,0.047432
0.883810,-0.152227,0.055116
0.318195,-0.052847,0.056059
0.642198,-0.129383,0.092999
0.549807,-0.030924,-0.040782
0.458120,0.136596,0.045392
0.511165,-0.063267,0.060536
0.821153,-0.137154,0.035739
0.317487,-0.045986,0.065365
0.664327,-0.145945,0.107079
0.559808,-0.034248,-0.010092
0.493097,0.139251,0.054759
0.493820,-0.035817,0.047422
0.820884,-0.128314,0.038456
0.324540,-0.031213,0.046474
0.680781,-0.151838,0.105696
0.559722,-0.039660,-0.034308
0.497708,0.123662,0.040482
0.496854,-0.057902,0.054633
0.835098,-0.132186,0.033466
0.330911,-0.062757,0.064464
0.676030,-0.153714,0.120244
0.569219,-0.046345,-0.036588
0.441315,0.141488,0.020339
0.492900,-0.061755,0.061606
0.701337,-0.152345,0.113993
0.533808,-0.017274,-0.074450
0.459368,0.118270,0.020693
0.507633,-0.082759,0.074618
0.845245,-0.126160,0.035312
0.300533,-0.037693,0.050593
0.668399,-0.136581,0.097551
0.516052,0.002882,-0.097494
0.492140,0.156352,0.025132
0.508843,-0.074286,0.072858
0.832213,-0.141950,0.042026
0.282162,-0.010663,0.046403
0.674821,-0.144757,0.117473
0.522341,-0.020776,-0.050542
0.499441,0.133117,0.069186
0.496759,-0.038654,0.052813
0.837534,-0.132835,0.045869
0.328867,-0.066551,0.066602
0.668802,-0.147508,0.114836
0.519680,0.004407,-0.075769
0.504168,0.139927,0.065186
0.495016,-0.041032,0.063588
0.836389,-0.132742,0.025121
0.315933,-0.033525,0.057029
0.660026,-0.152410,0.113606
0.507850,-0.028941,-0.075305
0.461877,0.129224,0.018695
0.462156,-0.025529,0.047790
0.836668,-0.139162,0.027815
0.340258,-0.061153,0.059838
0.684122,-0.147646,0.117158
0.511377,-0.030042,-0.057184
0.478990,0.118434,0.050186
0.479372,-0.066902,0.068642
0.845619,-0.140389,0.037361
0.333151,-0.050114,0.052551
0.662114,-0.141214,0.108802
0.526823,-0.012332,-0.075970
0.481368,0.129012,0.056030
0.493108,-0.052214,0.077035
0.827213,-0.145400,0.035006
0.343043,-0.043192,0.066544
0.696601,-0.147696,0.122183
0.516186,-0.003373,-0.048585
0.458728,0.146538,0.034043
0.539422,-0.069109,0.058049
0.862570,-0.141134,0.040280
0.275414,-0.023499,0.047008
0.681291,-0.134282,0.096941
0.520908,-0.013102,-0.062267
0.460427,0.148653,0.032592
0.498947,-0.066242,0.069149
0.800390,-0.113625,0.011635
0.339616,-0.042595,0.055708
0.683463,-0.148196,0.106961
0.498639,-0.018434,-0.053501
0.479916,0.136723,0.055299
0.501684,-0.068547,0.067871
0.826660,-0.125870,0.018874
0.335236,-0.045952,0.062983
0.695375,-0.145775,0.115811
0.488251,-0.010512,-0.088007
0.484517,0.114228,0.049792
0.473925,-0.045107,0.064236
0.871334,-0.158658,0.056775
0.360412,-0.060101,0.071502
0.688674,-0.150694,0.118123
0.525746,-0.010344,-0.059987
0.511122,0.127822,0.071441
0.535949,-0.061347,0.062509
0.865286,-0.154580,0.052464
0.350205,-0.040729,0.066601
0.666892,-0.135931,0.100992
0.531133,-0.009153,-0.084528
0.472495,0.126016,0.053499
0.507828,-0.074202,0.078137
0.875718,-0.155469,0.066342
0.304126,-0.032338,0.042402
0.703485,-0.159938,0.128252
0.518044,-0.024471,-0.038188
0.457177,0.137588,0.039286
0.503974,-0.034961,0.063725
0.851177,-0.157738,0.064978
0.341406,-0.050378,0.061360
0.684299,-0.145524,0.104138
0.501282,-0.005752,-0.084021
0.454388,0.111065,0.051793
0.504649,-0.073810,0.066939
0.865002,-0.142059,0.045905
0.318054,-0.017416,0.055363
0.670211,-0.150670,0.116822
0.521058,-0.013610,-0.054960
0.474371,0.151829,0.050997
0.496553,-0.047225,0.062687
0.824650,-0.134925,0.037840
0.300900,-0.046032,0.040237
0.663330,-0.145002,0.106918
0.505629,-0.012777,-0.072365
0.471845,0.138066,0.051812
0.497188,-0.040957,0.063777
0.838153,-0.133783,0.019198
0.328783,-0.045043,0.060309
0.667955,-0.140060,0.122616
0.483297,-0.008934,-0.092559
0.475179,0.127705,0.060662
0.508210,-0.068173,0.067131
0.846535,-0.136496,0.040693
0.371428,-0.061088,0.073928
0.716295,-0.159439,0.120400
0.505049,0.006485,-0.075985
0.461443,0.133528,0.057014
0.535780,-0.080493,0.082121
0.844913,-0.146976,0.047595
0.343915,-0.047065,0.066644
0.671681,-0.134634,0.106575
0.511294,0.003953,-0.076900
0.502225,0.116367,0.076122
0.477155,-0.045228,0.055462
0.832741,-0.146742,0.052143
0.331477,-0.033644,0.063370
0.670753,-0.141830,0.103023
0.522762,-0.019816,-0.066883
0.490586,0.126696,0.053743
0.495241,-0.071143,0.061796
0.830639,-0.134019,0.037747
0.294780,-0.030873,0.037510
0.674765,-0.152914,0.107080
0.516017,-0.024164,-0.041034
0.497026,0.129330,0.050500
0.499965,-0.054944,0.060557
0.840215,-0.137065,0.040106
0.303576,-0.026082,0.052841
0.714815,-0.153566,0.118672
0.507447,-0.023181,-0.073566
0.480456,0.139053,0.022646
0.484495,-0.053278,0.055663
0.835669,-0.140438,0.044385
0.313846,-0.043140,0.064591
0.670624,-0.147596,0.124017
0.542702,-0.012872,-0.047730
0.495553,0.114936,0.052612
0.492874,-0.066294,0.041936
0.815428,-0.131613,0.049894
0.352095,-0.068683,0.068444
0.678964,-0.140556,0.113595
0.512240,0.013318,-0.068314
0.494156,0.113246,0.076320
0.488051,-0.060099,0.068219
0.829882,-0.138662,0.044750
0.346840,-0.049834,0.069643
0.705382,-0.155362,0.125941
0.476649,-0.009042,-0.079606
0.487557,0.139097,0.062826
0.499425,-0.048448,0.073177
0.845815,-0.149815,0.056762
0.345616,-0.042837,0.059393
0.731930,-0.161630,0.126468
0.536049,-0.027218,-0.045807
0.484605,0.124787,0.037498
0.512907,-0.055333,0.058855
0.839165,-0.133791,0.032550
0.303691,-0.041825,0.047396
0.689948,-0.154676,0.119183
0.539865,-0.001195,-0.074730
0.504116,0.131233,0.058744
0.507978,-0.049485,0.071672
0.838359,-0.133237,0.051732
0.318883,-0.023462,0.056939
0.722889,-0.156038,0.124167
0.528378,-0.008877,-0.063001
0.467547,0.128525,0.053874
0.478437,-0.041094,0.042186
0.821166,-0.119958,0.012824
0.325856,-0.016713,0.051815
0.661328,-0.140212,0.099535
0.493909,-0.014720,-0.077875
0.491760,0.110167,0.055101
0.536684,-0.077397,0.081769
